UDFString1,Street_address,CITY,state,zipcode,country,test,store_nbr
1306204,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1306240,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1306265,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1306888,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1306890,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1310224,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1310671,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1310690,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1311971,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1312037,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1312205,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1312218,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1312242,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1313079,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1313685,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1313695,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1313714,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1313735,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1313871,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1313918,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1314067,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1314193,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1317091,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1317121,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1317322,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1317483,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1317590,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1239053,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1239195,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1239258,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1239351,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1239522,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1239529,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1240287,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1240515,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1240630,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1241722,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1241823,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1242143,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1242212,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1242553,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1242574,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1242710,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1243551,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1244139,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1266192,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1266255,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1282349,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1283294,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1297797,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1297919,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1298397,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1298471,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1299024,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1299330,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1299395,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1300259,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1300292,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1300466,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1300860,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1301161,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1301464,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1302827,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1303185,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1320508,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1320935,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1321035,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1321296,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1337841,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1338315,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1338559,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1338718,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1338907,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1339027,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1339204,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1339746,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1340101,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1340651,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1341431,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1342077,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1342245,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1342388,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1342752,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1342951,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1355327,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1355331,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1355437,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1355468,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1356102,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1357371,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1357385,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1357446,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1357527,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1357863,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1358292,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1362717,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1363009,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1369140,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1369381,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1369486,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1369590,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1369610,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1369846,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1370018,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1370153,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1385696,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1386353,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1387491,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1388214,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1388227,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1388542,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1388642,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1389126,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1392936,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1393179,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1393389,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1397303,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1215272,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1217223,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1233338,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1233411,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1234318,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1230007,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1231569,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1235082,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1235550,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1235557,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1236094,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1236269,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1202378,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1236726,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1236830,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1237034,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1237539,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1238386,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1238640,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1238716,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1238831,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1249286,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1249371,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1249689,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1274247,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1274401,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1276088,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1276211,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1276360,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1276447,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1276501,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1277129,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1277674,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1278007,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1278213,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1278367,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1278597,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1278642,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1278888,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1279040,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1281475,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1281789,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1319442,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1320050,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1346793,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1349208,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1349468,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1349935,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1351949,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1352019,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1352275,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1352330,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1353107,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1353123,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1353399,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1358848,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1359150,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1359175,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1359240,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1359288,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1359578,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1360968,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1361219,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1361464,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1364198,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1378525,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1378667,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1404258,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1258739,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1258740,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1262545,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1262573,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1262968,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1263007,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1264334,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1264498,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1264664,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1264823,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1264875,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1264882,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1265577,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1266478,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1266502,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1266520,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1266565,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1267065,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1267488,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1303504,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1303825,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1304787,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1305194,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1305599,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1306542,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1306620,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1306713,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1308715,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1309001,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1309118,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1309177,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1309434,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1309821,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1309956,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1314394,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1314719,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1314781,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1314884,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1341184,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1343178,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1343471,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1344193,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1344359,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1344793,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1345112,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1347995,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1348066,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1348081,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1350652,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1351048,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1351168,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1351386,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1353779,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1354172,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1354408,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1354591,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1389426,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1390097,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1390686,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1390886,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1391360,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1391459,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1391681,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
1392475,8785 Branch Avenue,CLINTON,MD,20735,USA,TEST1443,1443
